,135,Giro d'Italia,Giro,top_giro,ita,CWTGTAutres,Giro0,Giro20,93,21,stefano.allocchio@rcs.it,Soudal Quick-Step | Decathlon AG2R La Mondiale Team | Alpecin-Deceuninck | XDS Astana Team | Bahrain Victorious | Red Bull - BORA - hansgrohe | Cofidis | EF Education - EasyPost | Team Polti VisitMalta | VF Group Bardiani CSF-Faizanè | Groupama-FDJ | INEOS Grenadiers | Intermarché - Wanty | Israel - Premier Tech | Team Visma | Lease a Bike | Movistar Team | Arkéa-B&B Hotels | Team Picnic PostNL | Team Jayco AlUla | Lidl-Trek | UAE Team Emirates XRG | Tudor Pro Cycling Team | Q36.5 Pro Cycling Team,,giro,top_italie_grandtour,0,GRAND_TOUR,0,0,5,0,2006,0,1,0
,25,Tour de France,TDF,top_tdf,fra,CWTGTFrance,TdF1,ChampsElysees,98,21,tgouvenou@aso.fr,Team Visma | Lease a Bike | UAE Team Emirates XRG | Bahrain Victorious | Red Bull - BORA - hansgrohe | Groupama-FDJ | INEOS Grenadiers | Uno-X Mobility | Israel - Premier Tech | Lotto | Lidl-Trek | Intermarché - Wanty | Team Picnic PostNL | Movistar Team | Team Jayco AlUla | Decathlon AG2R La Mondiale Team | Alpecin-Deceuninck | XDS Astana Team | Cofidis | EF Education - EasyPost | Soudal Quick-Step | Arkéa-B&B Hotels | TotalEnergies | Tudor Pro Cycling Team,,tour,top_france_grandtour,0,GRAND_TOUR,0,0,5,1,1981,0,1,0
,18,La Vuelta Ciclista a España,Vuelta,top_vuelta,esp,CWTGTAutres,Vuelta1,Vuelta21,90,21,info@unipublic.es,Team Visma | Lease a Bike | UAE Team Emirates XRG | Movistar Team | INEOS Grenadiers | Soudal Quick-Step | XDS Astana Team | Team Picnic PostNL | Decathlon AG2R La Mondiale Team | Lotto | Israel - Premier Tech | Caja Rural-Seguros RGA | Bahrain Victorious | Intermarché - Wanty | Team Jayco AlUla | Groupama-FDJ | Arkéa-B&B Hotels | Lidl-Trek | EF Education - EasyPost | Cofidis | Red Bull - BORA - hansgrohe | Burgos-Burpellet-BH | Alpecin-Deceuninck | Equipo Kern Pharma,,vuelta,top_espagne_grandtour,0,GRAND_TOUR,0,0,5,1,2013,0,1,0
,167,Volta a Portugal em Bicicleta,Portug,t1_portugal,por,Cont21,,,7,11,geral@podi1.com,Anicolor / Tien 21 | Caja Rural-Seguros RGA | Equipo Kern Pharma | Burgos-Burpellet-BH | Euskaltel-Euskadi | Team Vorarlberg | Efapel Cycling | GI Group Holding - Simoldes - UDO | Credibom / LA Alumínios / Marcos Car | Tavfer-Ovos Matinados-Mortágua | APHotels & Resorts / Tavira / SC Farense | FEIRENSE - BEECELER | Aviludo - Louletano - Loulé | Rádio Popular - Paredes - Boavista | Petrolike | Project Echelon Racing | Illes Balears Arabay,,tourduportugal,t1_portugal,0,PETITS_TOURS_MO_TT,1,0,2,0,2018,0,1,0
,574,Tour of Poyang Lake,Poyang,t2_poyang,CHI,Cont22,,,6,10,admin@chncycling.com,Almaty | Bike Aid | Chengdu DYC Cycling Team | China Glory - Mentech Continental Cycling Team | Team France Clubs Défense | Huansheng-Vonoa-Taishan Sport Team | KSPO Professional | Li Ning Star | Monogo Lubelskie Perla Polski | Parkhotel Valkenburg | Quick Pro Team | Roojai Insurance | FNIX - SCOM - Hengxiang Cycling Team | Shenzhen Xidesheng Cycling Team | St George Continental Cycling Team | Terengganu Cycling Team | Tianyoude Hotel Cycling Team,,poyanglake,t2_poyang,0,PETITS_TOURS_VAL_NOTT,0,0,3,0,2023,0,1,0
,454,Vuelta Ciclista Internacional a Costa Rica,CostaR,t2_costarica,CRC,Cont22,,,2,10,fecoci@fecoci.net,Hino-One-La Red | Decorabaños - AC Quetzaltenango | Cerámica Castelli-Ópticas Deluxe | ADD Quiché | Team Colono Bikestation kölbi | 7C Economy | Team Costa Frut - Giant - AC Marriott Belen | Canels Java | Universe Cycling Team | Movistar Best PC | Panamá es Cultura y Valores | Swift Pro Cycling,,costarica,t2_costarica,0,PETITS_TOURS_MO_GOATS,1,0,2,0,2018,0,1,0
,529,Tour du Maroc,Tmaroc,t2_maroc,MAR,Cont22,,,2,10,frmc56@gmail.com,7Eleven Cliqq Roadbike Philippines | Team Embrace The World Cycling | EuroCyclingTrips - CCN | Team France Clubs Défense | Istanbul Büyüksehir Belediye Spor Türkiye | Monzon - Incolor - GUB | Nice Métropole Côte d'Azur | Óbidos Cycling Team | Sidi Ali - Unlock Team | SuezCanalDiscovery | Team Benin | Team Burkina Faso | Team Morocco | Vendée U Pays de la Loire | Agadir Vélo Propulsion,,maroc,t2_maroc,0,PETITS_TOURS_PL_VAL,1,0,3,0,2018,0,1,0
,854,Tour Cycliste International de la Guadeloupe,Guade,t2_guadeloupe,fra,Cont22,,,3,10,comptabilite@crcg.fr,7C Economy | Movistar Best PC | Team Colono Bikestation kölbi | Team Costa Frut - Giant - AC Marriott Belen | Team Embrace The World Cycling | EuroCyclingTrips - CCN | Team France Clubs Défense | Nice Métropole Côte d'Azur | Project Echelon Racing | Team Sistecredito | Swift Pro Cycling | Vendée U Pays de la Loire,,tourguadeloupe,t2_guadeloupe,0,PETITS_TOURS_VAL_TT,0,0,3,0,2019,0,1,0
,542,Tour d'Algérie,Algeri,t2_algerie,DZA,Cont22,,,5,10,alg.cyc.fed@gmail.com,Amel el Malah | Team Embrace The World Cycling | EuroCyclingTrips - CCN | Team France Clubs Défense | Madar Pro Cycling Team | Majd Guerrara CC | Nadi Riadhi Dely Ibrahim | Team Mauritius | Team Morocco | Team Rwanda | Terengganu Cycling Team | Universe Cycling Team,,touralgerie,t2_algerie,0,PETITS_TOURS_VAL_NOTT,1,0,3,0,2024,0,1,0
,890,Tour du Faso,Faso,t2_faso,BFA,Cont22,,,5,10,holdingpresta@yahoo.fr,Team Burkina Faso | Team Benin | Universe Cycling Team | Team Mali | Team Morocco | Team Ivory Coast | Madar Pro Cycling Team | Team Algeria | Team France Clubs Défense | Global Cycling Team | Team Rwanda | Team Mauritius,,faso,t2_faso,0,PETITS_TOURS_PL_TT,1,0,3,0,2019,0,1,0
