,1001,1,27,9,20260927,1,1,,t0_malaysia_01_2024
,1002,2,1,3,20260301,1,1,,c0_kuurne_2021
,1004,4,12,4,20260412,1,1,Roubaix,topclas_roubaix_2026
,1005,5,17,6,20260617,1,1,,top_suisse_01_2023
,1006,6,5,10,20261005,1,1,,c0_bernocchi_2021
,1008,8,28,7,20260728,1,1,,t1_ain_01_2025
,1009,9,28,6,20260628,1,1,,nat-den_2020
,1010,10,28,6,20260628,1,1,,nat-swi_2012
,1011,11,5,4,20260405,1,1,,topclas_rondevv_2026
,1012,12,6,4,20260406,1,1,,top_pvasco_01_2024
,1013,13,29,3,20260329,1,1,,topclas_gwevelgem_2026
,1014,14,5,7,20260705,1,1,,c2_middenbrabant_2022
,1015,15,22,4,20260422,1,1,,topclas_fleche_2018
,1018,18,22,8,20260822,1,1,Vuelta1,top_vuelta_01_2021
,1019,19,28,4,20260428,1,1,,top_romandie_01_2022
,1024,24,28,2,20260228,1,1,,topclas_omloophetnieuws_2026
,1025,25,4,7,20260704,1,1,TdF1,top_tdf_01_2022
,1026,26,16,8,20260816,1,1,,topclas_hamburg_2022
,1027,27,22,2,20260222,1,1,,c1_hautvar_2026
,1028,28,30,8,20260830,1,1,,topclas_plouay_2025
,1029,29,14,6,20260614,1,1,,topclas_copenhagen_2025
,1031,31,16,5,20260516,1,1,,c1_finistere_2026
,1032,32,10,5,20260510,1,1,,c0_trobleon_2020
,1036,36,25,7,20260725,1,1,,c1_ordizia_2012
,1038,38,4,8,20260804,1,1,,t0_burgos_01_2017
,1039,39,27,3,20260327,1,1,,topclas_harelbeke_2026
,1040,40,7,2,20260207,1,1,,t0_oman_01_2024
,1043,43,7,3,20260307,1,1,,topclas_stradebian_2026
,1044,44,1,5,20260501,1,1,,topclas_gpfrankfurt_2026
,1049,49,1,8,20260801,1,1,,topclas_sansebastian_2024
,1063,63,18,2,20260218,1,1,,t0_algarve_01_2018
,1066,66,3,3,20260303,1,1,,c1_fayt_2026
,1068,68,25,3,20260325,1,1,,t1_settimanainter_01_2024
,1069,69,7,4,20260407,1,1,,t0_sarthe_01_2017
,1072,72,19,3,20260319,1,1,,c0_denain_2022
,1074,74,7,6,20260607,1,1,,top_dauphine_01_2025
,1077,77,21,3,20260321,1,1,SanRemo,topclas_sanremo_2018
,1078,78,26,7,20260726,1,1,,c1_castillayleon_2016
,1080,80,5,10,20261005,1,1,,natitt-lie_WaneToutFrit
,1083,83,2,9,20260902,1,1,,t1_elektratoer_01_2019
,1084,84,13,10,20261013,1,1,,t1_holland_01_2025
,1085,85,8,7,20260708,1,1,,t1_austria_01_2018
,1087,87,26,4,20260426,1,1,lbl,topclas_lbl_2018
,1091,91,23,3,20260323,1,1,,top_catalunya_01_2023
,1092,92,11,10,20261011,1,1,,c0_paristours_2022
,1093,93,19,8,20260819,1,1,,top_benelux_01_2021
,1096,96,18,8,20260818,1,1,,t1_limousin_01_2014
,1098,98,28,2,20260228,1,1,,c0_ardeche_2026
,1099,99,1,3,20260301,1,1,,c0_drome_2021
,1100,100,20,9,20260920,1,1,,c1_isbergues_2022
,1102,102,10,6,20260610,1,1,,c0_eurometropole_2016
,1104,104,14,6,20260614,1,1,,c1_gippingen_2025
,1105,105,19,5,20260519,1,1,,c0_dunkerque_2025
,1106,106,20,5,20260520,1,1,,t0_dunkerque_01_2023
,1107,107,21,6,20260621,1,1,,nat-usa_2003
,1108,108,8,2,20260208,1,1,,nat-col_2026
,1109,109,16,6,20260616,1,1,,nat-rus_Khimki
,1110,110,11,1,20260111,1,1,,nat-aus_nuriootpa
,1111,111,28,6,20260628,1,1,,nat-por_2012
,1112,112,28,6,20260628,1,1,,nat-pol_Gorskie
,1113,113,29,6,20260629,1,1,,nat-cze_2022
,1114,114,29,6,20260629,1,1,,nat-ukr_Togo
,1115,115,28,6,20260628,1,1,,nat-gbr_2022
,1120,120,26,6,20260626,1,1,,natitt-esp_estella
,1121,121,26,6,20260626,1,1,,natitt-ita_2020
,1122,122,25,6,20260625,1,1,,natitt-fra_2019
,1123,123,26,6,20260626,1,1,,natitt-bel_spa
,1124,124,24,6,20260624,1,1,,natitt-ned_2021
,1125,125,17,6,20260617,1,1,,natitt-usa_NY
,1126,126,27,6,20260627,1,1,,natitt-deu_2023
,1127,127,25,6,20260625,1,1,,natitt-gbr_2018
,1128,128,15,2,20260215,1,1,,c0_almeria_2026
,1129,129,21,2,20260221,1,1,,c1_classicvar_2026
,1133,133,8,3,20260308,1,1,,top_nice_01_2024
,1135,135,8,5,20260508,1,1,Giro0,top_giro_01_2024
,1139,139,9,3,20260309,1,1,,top_tirreno_01_2026
,1145,145,8,4,20260408,1,1,,c0_schelde_2024
,1149,149,16,9,20260916,1,1,,c0_gpwallonie_2023
,1153,153,6,10,20261006,1,1,,c0_trevallevaresine_2018
,1159,159,7,6,20260607,1,1,,c0_parisbruxelles_2025
,1160,160,13,9,20260913,1,1,,c0_fourmies_2024
,1163,163,18,3,20260318,1,1,,c0_milanotorino_2021
,1165,165,8,10,20261008,1,1,,c0_piemonte_2018
,1166,166,29,7,20260729,1,1,,t0_denmark_01_2022
,1167,167,5,8,20260805,1,1,,t1_portugal_01_2023
,1169,169,3,10,20261003,1,1,,c0_emilia_2024
,1172,172,10,10,20261010,1,1,,topclas_lombardia_2024
,1173,173,19,4,20260419,1,1,,topclas_maastricht_2023
,1175,175,27,9,20260927,1,1,,world_2026
,1179,179,9,9,20260909,1,1,,c1_toscana_2022
,1183,183,17,6,20260617,1,1,,t0_slovenia_01_2019
,1184,184,30,8,20260830,1,1,,c1_gpkranj_2020
,1186,186,11,7,20260711,1,1,,t0_qinghai_01_2016
,1189,189,3,10,20261003,1,1,,c0_munsterland_2023
,1190,190,2,9,20260902,1,1,,t0_britain_01_2015
,1191,191,18,10,20261018,1,1,,c1_nations_2022
,1192,192,18,10,20261018,1,1,,c0_japancup_2018
,1193,193,4,10,20261004,1,1,,c1_vendee_2023
,1200,200,28,5,20260528,1,1,,t2u_paix_01_2021
,1202,202,20,5,20260520,1,1,,t2u_isard_01_2021
,1203,203,18,4,20260418,1,1,,c2u_lbl_2015
,1204,204,1,5,20260501,1,1,,c2_waasland_2023
,1205,205,21,8,20260821,1,1,,t2u_avenir_01_2015
,1210,210,15,7,20260715,1,1,,t2u_aosta_01_2024
,1214,214,19,9,20260919,1,1,,c0_primus_2015
,1216,216,3,10,20261003,1,1,,c2u_lombardia_2015
,1219,219,30,8,20260830,1,1,,c1_philadelphia_2026
,1220,220,2,8,20260802,1,1,,c1_getxo_2025
,1221,221,20,6,20260620,1,1,,natitt-ben_Wane
,1222,222,28,6,20260628,1,1,,natitt-sen_Wane
,1223,223,27,6,20260627,1,1,,natitt-mli_Wane
,1224,224,24,6,20260624,1,1,,natitt-kos_Wane
,1225,225,28,6,20260628,1,1,,natitt-mne_2023
,1226,226,27,6,20260627,1,1,,natitt-hnd_Wane
,1227,227,13,5,20260513,1,1,,natitt-irq_Wane
,1228,228,20,6,20260620,1,1,,natitt-blz_Wane
,1229,229,21,6,20260621,1,1,,natitt-grd_Wane
,1236,236,14,5,20260514,1,1,,c1_circwall_2019
,1237,237,27,5,20260527,1,1,,t2_rhalpesisere_01_2023
,1238,238,25,3,20260325,1,1,,t2_olympiatour_01_2024
,1239,239,10,4,20260410,1,1,,c1_calabria_2023
,1240,240,11,10,20261011,1,1,,c1_oropa_2025
,1242,242,28,5,20260528,1,1,,t0_mayenne_01_2019
,1243,243,7,5,20260507,1,1,,c2_flechearden_2023
,1244,244,13,8,20260813,1,1,,t0_czecht_01_2022
,1248,248,20,9,20260920,1,1,,worlditt_2026
,1252,252,13,2,20260213,1,1,,t1_provence_01_2026
,1254,254,20,3,20260320,1,1,,c0_bredene_2019
,1255,255,28,3,20260328,1,1,,c2_loireat_2021
,1260,260,28,5,20260528,1,1,,t0_norway_01_2023
,1261,261,9,5,20260509,1,1,,c0_plumelec_2025
,1262,262,17,5,20260517,1,1,,c1_aulne_2013
,1273,273,6,10,20261006,1,1,,c1_binchetournai_2012
,1279,279,25,5,20260525,1,1,,c2_paristroyes_2021
,1280,280,10,5,20260510,1,1,,c2u_gwevelgem_2022
,1281,281,12,3,20260312,1,1,,t2_istriantrophy_01_2014
,1282,282,17,5,20260517,1,1,,c2_gpnewyork_2024
,1283,283,25,3,20260325,1,1,,t2_alentejo_01_2016
,1286,286,9,4,20260409,1,1,,t2_tourardennes_01_2024
,1290,290,28,6,20260628,1,1,,nat-fra_2018
,1293,293,4,2,20260204,1,1,,t1_besseges_01_2024
,1294,294,20,1,20260120,1,1,,top_australia_01_2026
,1296,296,13,8,20260813,1,1,,t0_articnorway_01_2024
,1297,297,16,2,20260216,1,1,,top_uaetour_01_2026
,1298,298,27,1,20260127,1,1,,t0_saudi_01_2026
,1302,302,1,2,20260201,1,1,,c1_gpmarseille_2018
,1304,304,18,2,20260218,1,1,,t0_andalucia_01_2018
,1305,305,4,3,20260304,1,1,,c0_laigueglia_2026
,1309,309,4,2,20260204,1,1,,t0_valenciana_01_2024
,1311,311,13,2,20260213,1,1,,t1_murcia_01_2026
,1312,312,20,9,20260920,1,1,,c1_romagna_2025
,1314,314,18,3,20260318,1,1,,c0_nokere_2025
,1316,316,3,10,20261003,1,1,,c1_cholet_2024
,1317,317,1,4,20260401,1,1,,topclas_dwarsvlaanderen_2013
,1318,318,17,4,20260417,1,1,,c0_brabantseprijs_2019
,1319,319,25,3,20260325,1,1,,topclas_panne_2026
,1320,320,4,4,20260404,1,1,,c0_navarra_2025
,1322,322,26,9,20260926,1,1,,c2_cerami_2021
,1323,323,21,6,20260621,1,1,,c1_andorra_2025
,1324,324,31,3,20260331,1,1,,c1_parisvimoutiers_2020
,1325,325,20,4,20260420,1,1,,t0_alps_01_2017
,1328,328,26,4,20260426,1,1,,c1_appennino_2019
,1329,329,7,6,20260607,1,1,,c2_classiquemaurice_2024
,1334,334,17,6,20260617,1,1,,t0_belgique_01_2016
,1335,335,16,9,20260916,1,1,,t0_luxembourg_01_2017
,1338,338,17,5,20260517,1,1,,c1_koln_2019
,1343,343,1,6,20260601,1,1,,t0_wallonie_01_2019
,1344,344,16,8,20260816,1,1,,c1_normandie_2019
,1348,348,4,10,20261004,1,1,,c1_agostoni_2025
,1359,359,3,8,20260803,1,1,,top_pologne_01_2024
,1365,365,10,9,20260910,1,1,,c0_sabatini_2020
,1374,374,28,6,20260628,1,1,,nat-esp_2021
,1375,375,28,6,20260628,1,1,,nat-ita_2024
,1376,376,28,6,20260628,1,1,,nat-bel_2013
,1377,377,28,6,20260628,1,1,,nat-ned_Noris85
,1378,378,29,6,20260629,1,1,,nat-deu_2020
,1380,380,3,4,20260403,1,1,,c1_vitre_2020
,1381,381,18,6,20260618,1,1,,t1_occitanie_01_2020
,1388,388,21,6,20260621,1,1,,nat-ben_Wane
,1389,389,29,6,20260629,1,1,,nat-sen_Wane
,1390,390,28,6,20260628,1,1,,nat-mli_Wane
,1391,391,25,6,20260625,1,1,,nat-kos_Wane
,1392,392,29,6,20260629,1,1,,nat-mne_Wane
,1393,393,28,6,20260628,1,1,,nat-hnd_2023
,1394,394,14,5,20260514,1,1,,nat-irq_Wane
,1395,395,21,6,20260621,1,1,,nat-blz_Wane
,1396,396,22,6,20260622,1,1,,nat-grd_Wane
,1397,397,11,4,20260411,1,1,,c2_braakman_2025
,1398,398,23,5,20260523,1,1,,c1_veenendaal_2018
,1399,399,7,3,20260307,1,1,,c2_stervanzwolle_2015
,1402,402,29,1,20260129,1,1,,c0_torquay_2024
,1403,403,12,9,20260912,1,1,,c1_pantaloni_2025
,1404,404,13,9,20260913,1,1,,c1_matteotti_2012
,1405,405,11,9,20260911,1,1,,topclas_quebec_2025
,1406,406,13,9,20260913,1,1,,topclas_montreal_2021
,1407,407,4,4,20260404,1,1,,c1_mergelland_2024
,1408,408,26,4,20260426,1,1,,t0_turkey_01_2024
,1410,410,25,4,20260425,1,1,,t2_bretagne_01_2015
,1411,411,26,4,20260426,1,1,,c2_rutland_2012
,1414,414,10,5,20260510,1,1,,c2_nor-ringerike_2014
,1415,415,9,5,20260509,1,1,,c2_nor-hadeland_2014
,1416,416,25,1,20260125,1,1,,c1_gpvalencia_2024
,1419,419,1,7,20260701,1,1,,t2_solidarnosc_01_2015
,1420,420,29,1,20260129,1,1,,c1_salines_2026
,1421,421,28,1,20260128,1,1,,c1_campos_2022
,1422,422,31,1,20260131,1,1,,c1_lloseta_2026
,1423,423,30,1,20260130,1,1,,c1_serra_2026
,1424,424,1,2,20260201,1,1,,c1_palma_2025
,1425,425,7,2,20260207,1,1,,c2_airportcity_2020
,1426,426,24,1,20260124,1,1,,c1_castellon_2024
,1427,427,26,3,20260326,1,1,,c2_collio_2024
,1428,428,27,3,20260327,1,1,,t2_jamaica_01_2024
,1429,429,26,4,20260426,1,1,,c2_raffeisen_2024
,1431,431,21,3,20260321,1,1,,c1_ebre_2026
,1432,432,23,1,20260123,1,1,,c1_morvedre_2026
,1434,434,22,6,20260622,1,1,,natitt-pse_Wane
,1435,435,23,6,20260623,1,1,,nat-pse_Wane2
,1437,437,22,3,20260322,1,1,,c2_ontur_2026
,1438,438,12,4,20260412,1,1,,c2_pascua_2026
,1442,442,24,4,20260424,1,1,,natitt-pan_Wane
,1443,443,26,4,20260426,1,1,,nat-pan_Wane
,1444,444,18,10,20261018,1,1,,c0_venetoclassic_2022
,1445,445,14,10,20261014,1,1,,c0_veneto_2021
,1446,446,28,6,20260628,1,1,,nat-per_2017
,1447,447,27,6,20260627,1,1,,natitt-per_2017
,1448,448,7,6,20260607,1,1,,c2u_pace_2016
,1449,449,26,7,20260726,1,1,,c2_pucharministraobrony_2025
,1450,450,3,9,20260903,1,1,,t2_kosovo_01_2023
,1451,451,10,10,20261010,1,1,,t1_kyushu_01_2024
,1453,453,4,4,20260404,1,1,,c2_artois_2025
,1454,454,9,1,20260109,1,1,,t2_costarica_01_2018
,1455,455,18,10,20261018,1,1,,c2u_nations_2016
,1456,456,19,4,20260419,1,1,,c2_biella_2025
,1457,457,23,1,20260123,1,1,,t2_sharjah_01_2026
,1458,458,16,2,20260216,1,1,,c1_clasicajaen_2025
,1459,459,24,7,20260724,1,1,,natitt-and_Elias
,1460,460,25,7,20260725,1,1,,nat-and_Elias
,1461,461,20,6,20260620,1,1,,natitt-bfa_illince
,1462,462,21,6,20260621,1,1,,nat-bfa_2024
,1463,463,27,6,20260627,1,1,,natitt-bih_Wings
,1464,464,28,6,20260628,1,1,,nat-bih_Wings02
,1465,465,20,6,20260620,1,1,,natitt-dom_Wings
,1466,466,23,6,20260623,1,1,,nat-dom_2018
