,1,Petronas Le Tour de Langkawi,Langka,t0_malaysia,MAS,Cont2HC,,,22,8,mncf@mail.com,EF Education - EasyPost | Team Picnic PostNL | XDS Astana Team | Tudor Pro Cycling Team | Equipo Kern Pharma | Burgos-Burpellet-BH | VF Group Bardiani CSF-Faizanè | Team Polti VisitMalta | Euskaltel-Euskadi | Solution Tech Vini Fantini | Terengganu Cycling Team | JCL Team UKYO | Li Ning Star | HKSI Pro Cycling Team | Nusantara - BYC | Taishan Sport - Wuzhishan | Malaysia Pro Cycling | Aisan Racing Team,,tourofmalaysia,t0_malaysia,0,PETITS_TOURS_MO_NOTT,1,0,4,0,2023,0,1,0
,2,Kuurne - Brussel - Kuurne,K-B-K,c0_kuurne,bel,Cont1HC,,,55,1,info@kuurne-brussel-kuurne.be,Alpecin-Deceuninck | Intermarché - Wanty | Soudal Quick-Step | Arkéa-B&B Hotels | Bahrain Victorious | Cofidis | Decathlon AG2R La Mondiale Team | EF Education - EasyPost | Groupama-FDJ | Lidl-Trek | Movistar Team | Red Bull - BORA - hansgrohe | Team Jayco AlUla | Team Picnic PostNL | Team Visma | Lease a Bike | UAE Team Emirates XRG | XDS Astana Team | Lotto | Team Flanders - Baloise | Sioen - Decca - Wagner Bazin | Israel - Premier Tech | Q36.5 Pro Cycling Team | Tudor Pro Cycling Team | Unibet Tietema Rockets | Uno-X Mobility,,kuurne,cont_1hc,0,CLAS_PLPAV,0,402,3,0,2020,0,1,0
,4,Paris-Roubaix,Roubai,topclas_roubaix,fra,CWTMajeures,Roubaix,Roubaix,91,1,tgouvenou@aso.fr,Alpecin-Deceuninck | Arkéa-B&B Hotels | Bahrain Victorious | Cofidis | Decathlon AG2R La Mondiale Team | EF Education - EasyPost | Groupama-FDJ | INEOS Grenadiers | Intermarché - Wanty | Lidl-Trek | Movistar Team | Red Bull - BORA - hansgrohe | Soudal Quick-Step | Team Jayco AlUla | Team Picnic PostNL | Team Visma | Lease a Bike | UAE Team Emirates XRG | XDS Astana Team | Uno-X Mobility | Tudor Pro Cycling Team | TotalEnergies | Israel - Premier Tech | Lotto | Q36.5 Pro Cycling Team | Unibet Tietema Rockets,,parisroubaix,top_classiques_majeures,0,CLAS_ROUBAIX,0,315,5,1,2017,0,1,0
,5,Tour de Suisse,Suisse,top_suisse,swi,CWTAutresToursA,,,69,8,info@tds.ch,UAE Team Emirates XRG | Alpecin-Deceuninck | Arkéa-B&B Hotels | Cofidis | Bahrain Victorious | Decathlon AG2R La Mondiale Team | EF Education - EasyPost | Groupama-FDJ | INEOS Grenadiers | Intermarché - Wanty | Lidl-Trek | Movistar Team | Red Bull - BORA - hansgrohe | Soudal Quick-Step | Team Jayco AlUla | Team Picnic PostNL | Team Visma | Lease a Bike | XDS Astana Team | Israel - Premier Tech | Lotto | Q36.5 Pro Cycling Team | Tudor Pro Cycling Team,,tourdesuisse,top_suisse,0,PETITS_TOURS_MO_TT,1,1701,4,0,2020,0,1,0
,6,Coppa Bernocchi - GP Banco BPM,Berno,c0_bernocchi,ita,Cont1HC,,,34,1,u.s.legnanese@virgilio.it,Team Visma | Lease a Bike | Alpecin-Deceuninck | Arkéa-B&B Hotels | XDS Astana Team | Cofidis | Decathlon AG2R La Mondiale Team | EF Education - EasyPost | Intermarché - Wanty | Lidl-Trek | Movistar Team | Red Bull - BORA - hansgrohe | Soudal Quick-Step | Team Jayco AlUla | UAE Team Emirates XRG | Sioen - Decca - Wagner Bazin | Solution Tech Vini Fantini | Euskaltel-Euskadi | Israel - Premier Tech | Lotto | Q36.5 Pro Cycling Team | Team Polti VisitMalta | TotalEnergies | Tudor Pro Cycling Team | VF Group Bardiani CSF-Faizanè | Biesse - Carrera - Premac,,bornecchi,cont_1hc,0,CLAS_PLONLY,0,204,2,0,2021,0,1,0
,8,Tour de l'Ain,Ain,t1_ain,fra,Cont21,,,19,3,pcolliou@tourdelain.com,Groupama-FDJ | Decathlon AG2R La Mondiale Team | EF Education - EasyPost | Arkéa-B&B Hotels | CIC - U - Nantes | Cofidis | St Michel - Preference Home - Auber93 | Van Rysel Roubaix | TotalEnergies | Nice Métropole Côte d'Azur | Movistar Team | MontBlanc - MYVELO,,circuitain,t1_ain,0,PETITS_TOURS_MO_NOTT,0,0,1,0,2019,0,1,0
,9,Denmark - National Road Championships,DEN RR,nat-den,den,NationalChampionship,,,31,1,jens.kasler@cyklingdanmark.dk,,,champ_danemark,cont_12,0,CLAS_PLVAL,0,0,4,0,2020,0,1,0
,10,Switzerland - National Road Championships,SWI RR,nat-swi,swi,NationalChampionship,,,25,1,lukas.stieger@rvwetzikon.ch,,,champ_switzerland,cont_12,0,CLAS_PLONLY,0,0,4,0,lausanne,0,1,0
,11,Ronde van Vlaanderen,RVV,topclas_rondevv,bel,CWTMajeures,,,91,1,nicolas.denys@flandersclassics.be,Alpecin-Deceuninck | Arkéa-B&B Hotels | Bahrain Victorious | Cofidis | Decathlon AG2R La Mondiale Team | EF Education - EasyPost | Groupama-FDJ | INEOS Grenadiers | Intermarché - Wanty | Lidl-Trek | Movistar Team | Red Bull - BORA - hansgrohe | Soudal Quick-Step | Team Jayco AlUla | Team Picnic PostNL | Team Visma | Lease a Bike | UAE Team Emirates XRG | XDS Astana Team | Q36.5 Pro Cycling Team | Lotto | Israel - Premier Tech | Tudor Pro Cycling Team | Team Flanders - Baloise | Uno-X Mobility | Sioen - Decca - Wagner Bazin,,tourdesflandres,top_classiques_majeures,0,CLAS_RVV,0,402,5,0,2021,0,1,0
,12,Itzulia Basque Country,Itzulia,top_pvasco,esp,CWTAutresToursA,,,70,6,admon@oceta.eus,Alpecin-Deceuninck | Arkéa-B&B Hotels | Bahrain Victorious | Cofidis | Decathlon AG2R La Mondiale Team | EF Education - EasyPost | Groupama-FDJ | INEOS Grenadiers | Intermarché - Wanty | Lidl-Trek | Movistar Team | Red Bull - BORA - hansgrohe | Soudal Quick-Step | Team Jayco AlUla | Team Picnic PostNL | Team Visma | Lease a Bike | UAE Team Emirates XRG | XDS Astana Team | TotalEnergies | Euskaltel-Euskadi | Equipo Kern Pharma | Burgos-Burpellet-BH | Caja Rural-Seguros RGA | Tudor Pro Cycling Team,,tourpaysbasque,top_paysbasque,0,PETITS_TOURS_MO_GOATS,0,816,4,0,2023,0,1,0
,13,Gent-Wevelgem in Flanders Fields,Wevelg,topclas_gwevelgem,bel,CWTAutresClasA,,,80,1,nicolas.denys@flandersclassics.be,Alpecin-Deceuninck | Arkéa-B&B Hotels | Bahrain Victorious | Cofidis | Decathlon AG2R La Mondiale Team | EF Education - EasyPost | Groupama-FDJ | INEOS Grenadiers | Intermarché - Wanty | Lidl-Trek | Movistar Team | Red Bull - BORA - hansgrohe | Soudal Quick-Step | Team Jayco AlUla | Team Picnic PostNL | Team Visma | Lease a Bike | UAE Team Emirates XRG | XDS Astana Team | Lotto | Israel - Premier Tech | Q36.5 Pro Cycling Team | Team Flanders - Baloise | TotalEnergies | Tudor Pro Cycling Team | Uno-X Mobility,,gandwevelgem,top_classiques_autres,0,CLAS_PLPAV,0,402,4,0,2019,0,1,0
,14,Midden-Brabant Poort Omloop,MidBra,c2_middenbrabant,ned,Cont12,,,12,1,info@wielerweekendgilze.nl,Chocolade Jacques - Deschacht | Alpecin-Deceuninck Development Team | Atom 6 Bikes - Decca Continental Team | BEAT Cycling Club | Development Team Picnic PostNL | Diftar Continental Cyclingteam | Metec - Solarwatt p/b Mantel | Parkhotel Valkenburg | Soudal Quick-Step Devo Team | VolkerWessels Cycling Team | PCMWorld | Velo Performance U23 Cycling Team | AkzoNobel,,brabant,cont_12,0,CLAS_PLPAV,0,507,1,0,2017,0,1,0
,15,La Flèche Wallonne,Flèche,topclas_fleche,bel,CWTAutresClasA,,,80,1,tgouvenou@aso.fr,Alpecin-Deceuninck | Arkéa-B&B Hotels | Bahrain Victorious | Cofidis | Decathlon AG2R La Mondiale Team | EF Education - EasyPost | Groupama-FDJ | INEOS Grenadiers | Intermarché - Wanty | Lidl-Trek | Movistar Team | Red Bull - BORA - hansgrohe | Soudal Quick-Step | Team Jayco AlUla | Team Picnic PostNL | Team Visma | Lease a Bike | UAE Team Emirates XRG | XDS Astana Team | Israel - Premier Tech | Tudor Pro Cycling Team | Q36.5 Pro Cycling Team | Uno-X Mobility | Sioen - Decca - Wagner Bazin | Lotto | Team Flanders - Baloise,,flechewallone,top_classiques_autres,0,CLAS_VAL,0,401,3,1,2021,0,1,0
,18,La Vuelta Ciclista a España,Vuelta,top_vuelta,esp,CWTGTAutres,Vuelta1,Vuelta21,90,21,info@unipublic.es,Team Visma | Lease a Bike | UAE Team Emirates XRG | Movistar Team | INEOS Grenadiers | Soudal Quick-Step | XDS Astana Team | Team Picnic PostNL | Decathlon AG2R La Mondiale Team | Lotto | Israel - Premier Tech | Caja Rural-Seguros RGA | Bahrain Victorious | Intermarché - Wanty | Team Jayco AlUla | Groupama-FDJ | Arkéa-B&B Hotels | Lidl-Trek | EF Education - EasyPost | Cofidis | Red Bull - BORA - hansgrohe | Burgos-Burpellet-BH | Alpecin-Deceuninck | Equipo Kern Pharma,,vuelta,top_espagne_grandtour,0,GRAND_TOUR,0,0,5,1,2023,0,1,0
